productToken,name,brand,brandToken,retailPrice,currency,rating,reviewCount,badge,isNew,isBestseller,isPromoted,caseSize,minOrderQty,availableUnits,brandCode,basedIn,hasActivePromo,image,url,searchQuery
p_yj24njv8ha,"EarthStraws Standard (6mm) 8"" Ind. Wrapped 2000/Case",GreenTek Planet,b_d93ghjbewc,70.74,USD,,2,,0,0,0,1,4,,HSS8-W2000,USA,0,https://cdn.faire.com/fastly/2e09a8af0412b1ccf7ae36af77bdc0097e80d90379a4639d034b53b32a6f55a0.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_yj24njv8ha,hemp edibles
p_yf3whxbn3j,"Hemp Organic Max Fiber Protein Powder, Chocolate",Manitoba Harvest,b_3wehxbad0w,18.69,USD,,,,0,0,0,6,6,,7013,USA,0,"https://cdn.faire.com/fastly/891af899be8ae1401310fe174351a2dc7d232e055f21b4a3be329808a3e7d1ad.png?format=jpg&precrop=568,568,x6,y50,safe",https://www.faire.com/product/p_yf3whxbn3j,hemp edibles
p_yb4a5s5tvv,Hemp-Infused Bath Bomb - Vanilla Rose,Hemp & Body Co,b_2h5z3h8x9c,9.48,USD,,,,0,0,0,1,1,,,CAN,0,"https://cdn.faire.com/fastly/275b4967fc25b2ef4515afb740127de42091298d233222d9dcb05bb3bf08e4fb.png?format=jpg&precrop=916,916,x89,y96,safe",https://www.faire.com/product/p_yb4a5s5tvv,hemp edibles
p_y4enfd7tfk,Medicinal Power of Cannabis by John Hicks,Simon & Schuster,b_7a909d43,14.99,USD,4.8,921,,0,0,0,1,1,,9781634505833,USA,0,https://cdn.faire.com/fastly/3545ac76feecbf7fc6113f17b9598b21d2a5897527cba463d05f3005855dbfd5.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_y4enfd7tfk,hemp edibles
p_y478yex5ey,Hemp+ Supergreens Powder,Manitoba Harvest,b_3wehxbad0w,21.99,USD,,,,0,0,0,8,8,,7024,USA,0,"https://cdn.faire.com/fastly/6d5a4556e879c5a36a88df5d9fde060a8844e6daa91b54c783e9700df76afc00.jpeg?bg-color=FFFFFF&canvas=100p,100p,offset-x50p,offset-y50p&format=jpg&precrop=55.68p,39.88p,x44.3p,y38.6p",https://www.faire.com/product/p_y478yex5ey,hemp edibles
p_y425hgtvcu,Hemp Yeah! Max Fiber Chocolate 5% Off Subscription,Manitoba Harvest,b_3wehxbad0w,17.76,USD,,,,0,0,0,1,1,,7013,USA,0,"https://cdn.faire.com/fastly/92b0c1363cf55e3f569f568d2311ebefbc298869825303ff6dc47fde03f81588.png?format=jpg&precrop=572,572,x4,y47,safe",https://www.faire.com/product/p_y425hgtvcu,hemp edibles
p_xx2fj3hk5j,Hempvana Nerve Relief Cream | Ultra-Strength | Hemp Seed Oil,BulbHead,b_76d9p3hgw5,26.0,USD,4.5,10,,0,0,0,4,4,,16247-4,USA,1,"https://cdn.faire.com/fastly/130826436dbe770a1cc0ad3d7aa7124ca5f6ea0902a46d13b9a384ef90c72057.jpeg?format=jpg&precrop=1265,1265,x110,y60,safe",https://www.faire.com/product/p_xx2fj3hk5j,hemp edibles
p_xm83398fh4,Pot Leaf Emoji Hemp Dog Toy,Dooby's Dog Toys,b_jbccpwqnbk,15.0,USD,,,,0,0,0,1,3,970,,USA,0,"https://cdn.faire.com/fastly/438812c596cf12943940df721f825cffafc45092ebe686839633c9c9f18ee8e9.jpeg?format=jpg&precrop=401,399,x49,y0,safe",https://www.faire.com/product/p_xm83398fh4,hemp edibles
p_xatvt76s9x,CBD or Cannabidiol: CBD & Cannabis Medicine; Essential Guide to Cannabinoids and Medical Marijuana - Paperback,Books by splitShops,b_4d6jvdz5w2,14.38,USD,4.5,55,,0,0,0,1,1,50,9789492788030,USA,1,"https://cdn.faire.com/fastly/0b025424bed3c74e75878a09834dee4cc6df76bf6b4cc3778eeedf4f5484816d.jpeg?format=jpg&precrop=404,405,x0,y121,safe",https://www.faire.com/product/p_xatvt76s9x,hemp edibles
p_x6yw6z7m3n,"Wonder Gro Indian Hemp Hair Grease Pomade, 12 Fl Oz",Hair Konection Corporation,b_7kpfd2ua3w,11.96,USD,4.2,6,,0,0,0,1,1,,,CAN,0,"https://cdn.faire.com/fastly/79f6ccc195f3d480e60f3abe55f53c89c79c14e411b8539a524f441a9631d29c.jpeg?format=jpg&precrop=482,482,x328,y302,safe",https://www.faire.com/product/p_x6yw6z7m3n,hemp edibles
p_wrsu2cacm9,Hemp Well Thrive Hemp Seed Oil for Dogs & Cats,Hemp Well,b_4o5ufonhri,12.9,USD,5.0,6,,0,0,0,,,,861320000367,USA,0,"https://cdn.faire.com/fastly/c1bfdaeabe3f3b5249ed6312c0b6a96cd0cab4f21b4d07e91d4bcf797793068e.png?format=jpg&precrop=1913,1913,x40,y13,safe",https://www.faire.com/product/p_wrsu2cacm9,hemp edibles
p_whkn6jnkdc,Full- Spectrum CBD Massage Candle,Pure + Planted CBD,b_vhjg69hxsj,30.0,USD,5.0,3,,0,0,0,4,4,,,USA,0,"https://cdn.faire.com/fastly/b62c6b27e8f7f930881b072eebeb21aba567600d7a36ece59fdf865ed4f5340a.jpeg?bg-color=FFFFFF&canvas=100p,100p,offset-x50p,offset-y50p&format=jpg&precrop=93.77p,75.02p,x0.16p,y20.98p",https://www.faire.com/product/p_whkn6jnkdc,hemp edibles
p_wb5ug83724,Hemp Seed Oil Softgels 2-pack 5% Off Subscription,Manitoba Harvest,b_3wehxbad0w,20.88,USD,,,,0,0,0,1,1,,6025,USA,0,"https://cdn.faire.com/fastly/1ab4f778406c0d8905ad52ff541a8b8fbb10b95a13f8c96beeb79803f96a739a.png?format=jpg&precrop=514,514,x35,y82,safe",https://www.faire.com/product/p_wb5ug83724,hemp edibles
p_wavz8qaycw,YOU ARE MY DANKEST BUD HEMP CARDS,StonerDays Apparel,b_sar7j8wnys,6.99,USD,4.9,63,,0,0,0,,,,you-are-my-dankest-bud-hemp-cards-1-CARD,USA,0,https://cdn.faire.com/fastly/8d47a3f114833ae8d32c3ffc0bccd4d6fe745f541fb9110c928bbf7a90e835dd.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_wavz8qaycw,hemp edibles
p_w8jvaz9887,Hulled Hemp Seeds - Organic,Foods Alive,b_5f517789,3.49,USD,5.0,16,,0,0,0,12,12,,,USA,0,https://cdn.faire.com/fastly/74cf1f901ec7afd152220941eb8a117a1d8372dfcfb3c4f3176bfcb23bc8a02d.jpeg?format=jpg,https://www.faire.com/product/p_w8jvaz9887,hemp edibles
p_w3tx7rsd69,Hip & Joint With Hemp For Dogs 9oz Jar (120 count),Dogline,b_8bkvcdgu0d,20.0,USD,4.9,127,,0,0,0,,,,TT-HJH-004-Chicken,USA,0,https://cdn.faire.com/fastly/34bc9dbf839be71bda104b739bfcbed244c6b59d77dc7ecb33734fa7fe903d0f.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_w3tx7rsd69,hemp edibles
p_w2dwjq5fa9,Cooking With Hemp - Paperback,Books by splitShops,b_4d6jvdz5w2,27.95,USD,4.5,55,,0,0,0,1,1,50,9781471685064,USA,1,https://cdn.faire.com/fastly/f20aa3ea452e9cd8367573eaec35142227dc1cf3f782aed77d2e2c7c1df00ad5.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_w2dwjq5fa9,hemp edibles
p_vvearr8rpr,Manitoba Harvest Hemp Hearts 12 oz - Case of 1,Everyday Supply Co,b_7xgwjjb7p6,49.28,USD,4.1,115,,0,0,0,1,1,250,KHE697658201721,USA,0,"https://cdn.faire.com/fastly/655c090ebb731bb33a7bdc860e113502caa8e6efdbef13510c965d5576085ff1.jpeg?format=jpg&precrop=2077,2079,x0,y414,safe",https://www.faire.com/product/p_vvearr8rpr,hemp edibles
p_vr43qx7bmh,Hemp Cookbook by Todd Dalotto,Simon & Schuster,b_7a909d43,16.95,USD,4.8,921,,0,0,0,1,1,,9780892817870,USA,0,https://cdn.faire.com/fastly/4624e2f7001f22ee17380acd862bda8614e67f9f7b969632decb4e356006d9db.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_vr43qx7bmh,hemp edibles
p_vmxpqtg7j6,Manitoba Harvest Certified Organic Hemp Hearts Shelled Hemp Seed- Case Of 6 - 12 Oz,Ware Spark,b_pqzpcj8hvt,172.06,USD,3.5,13,,0,0,0,1,1,75,IDXHG0824136,USA,0,https://cdn.faire.com/fastly/61a356acacbdce5e94641e2c8f8fbc7e3bcfc61e6d505c57199d499b53fd3ec7.jpeg?format=jpg,https://www.faire.com/product/p_vmxpqtg7j6,hemp edibles
p_ve3utvtpvx,Hempz Herbal Cucumber & Aloe Moisturizer 17 fl oz - 1 Case,Everyday Supply Co,b_7xgwjjb7p6,53.04,USD,4.1,115,,0,0,0,1,1,25,KHE676280052130,USA,0,https://cdn.faire.com/fastly/3c6d56bf5b860536962ba7ce0e45cb79e047f0ed64eabf650a6e86558a917a2f.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_ve3utvtpvx,hemp edibles
p_vcy8tdzekt,Hemp CBD Anti-Aging,MANTRA MASK CBD,b_bka4wmocxy,10.0,USD,,,,0,0,0,6,6,988,,USA,0,https://cdn.faire.com/fastly/1fc96aad8ffbaf3e47cd4608693314fb7a7d3b5b28bee1708a4b14ba85685956.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_vcy8tdzekt,hemp edibles
p_vayf3eh78w,Hempz Herbal Banana Body Wash 17 fl oz - Single Case,Everyday Supply Co,b_7xgwjjb7p6,41.0,USD,4.1,115,,0,0,0,1,1,10,KHE676280053496,USA,0,https://cdn.faire.com/fastly/947c7ffa1db3f1e7195629106877556e6d98d133e53662ef45c009f99aab0f32.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_vayf3eh78w,hemp edibles
p_v8w9b56xhk,Lavender - Hemp Body Butter,Living Free Soapery,b_gk268hwz3d,24.0,USD,,1,,0,0,0,,,,,USA,0,https://cdn.faire.com/fastly/30de6b288b42311f41d1145e061247dba33d0b896a299117b015acde67b78c11.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_v8w9b56xhk,hemp edibles
p_uzkmgcfzqs,Hemp+ Matcha 5.00% Off Auto renew,Manitoba Harvest,b_3wehxbad0w,20.89,USD,,,,0,0,0,1,1,,7022,USA,0,"https://cdn.faire.com/fastly/5934acd720ee22c06417374d754ba4ca4e66de0070a90546cbf8432a1e8d6d78.png?format=jpg&precrop=1685,1685,x159,y185,safe",https://www.faire.com/product/p_uzkmgcfzqs,hemp edibles
p_umg5ybdr7h,"Pacific Vanilla Hemp Non-Dairy Beverage, 32 Oz","KeHE Distributors, LLC",b_b179ce3eot,14.69,USD,3.3,26,,0,0,0,12,12,331,52603066013,USA,0,https://cdn.faire.com/fastly/05ac85b9761698a7d34fb4bd31464057d5896553ff15eb4a6a4f9ed05c662851.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_umg5ybdr7h,hemp edibles
p_uj9hct9su4,Hemp-Infused Bath Bomb - Citrus Orange,Hemp & Body Co,b_2h5z3h8x9c,9.48,USD,,,,0,0,0,1,1,,,CAN,0,"https://cdn.faire.com/fastly/89c1c6a13c89fed66842fae51af65e80e3452a2aacfa6f3d534d285dde33f2bb.png?format=jpg&precrop=926,926,x84,y84,safe",https://www.faire.com/product/p_uj9hct9su4,hemp edibles
p_uj25txghm9,"Hemp (Cannabis Sativa): a Practical Treatise on the Culture of Hemp for Seed and Fiber, With a Sketch of the History and Nature of the Hemp Plant - Paperback",Books by splitShops,b_4d6jvdz5w2,25.85,USD,4.5,55,,0,0,0,1,1,50,9781014391674,USA,1,https://cdn.faire.com/fastly/bc3311753abc338dc05f7459a37cfee8eaa71a60aaf21da6576fa57b874aa854.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_uj25txghm9,hemp edibles
p_uhcryx965g,Organic Hemp Hydration Cream,Sweet Earth Hemp Skincare,b_4vavtamm1l,30.0,USD,,2,,0,0,0,6,6,,,USA,0,"https://cdn.faire.com/fastly/3d9570b55c589affd75ac1d6f922518848639bb6d6d4edc71fe04e3e78e456f6.jpeg?format=jpg&precrop=1598,1598,x1332,y2050,safe",https://www.faire.com/product/p_uhcryx965g,hemp edibles
p_uh3nxycz3x,Organic Hemp Seed Oil - 8.4 fl oz,Manitoba Harvest,b_3wehxbad0w,10.99,USD,,,,0,0,0,12,12,,7005,USA,0,"https://cdn.faire.com/fastly/4d53786082fff3bf07946021974b886d330004cbaa68e798e56c2d5896cf17d7.png?format=jpg&precrop=1048,1048,x174,y175,safe",https://www.faire.com/product/p_uh3nxycz3x,hemp edibles
p_ucudzgyt7n,"Pacific Natural Hemp Vanilla Unsweetened - 12 Pack, 32 Fl oz",Everyday Supply Co,b_7xgwjjb7p6,127.76,USD,4.1,115,,0,0,0,1,1,40,HG0421750,USA,0,https://cdn.faire.com/fastly/7ea8c9bafe4292e34df46a23dd9fb16c7e1f72ca0c8a03f15569731e4fc143ba.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_ucudzgyt7n,hemp edibles
p_u9d5tt4qk6,"Sacred Man Tincture, 2oz",Z Botanicals & Hemp Co.,b_rgz6hepygs,30.0,USD,4.8,14,,0,0,0,1,1,,,USA,0,"https://cdn.faire.com/fastly/bf4e23da492c1748a0a5eef3755fb5149cb6f2663e658a5c3d4058d8e670a0fe.jpeg?format=jpg&precrop=1933,1933,x393,y378,safe",https://www.faire.com/product/p_u9d5tt4qk6,hemp edibles
p_u83s4p6u3n,PurO3 Hemp Ozonated Oil,PurO3,b_er74cu3cph,29.95,USD,5.0,6,,0,0,0,1,6,321,854999004071,USA,0,"https://cdn.faire.com/fastly/b735b0765f455e035c95ebfdb64f70e74d43a94bcb5fd9e2b2ac3f6f9c2750f6.jpeg?format=jpg&precrop=1704,1704,x142,y105,safe",https://www.faire.com/product/p_u83s4p6u3n,hemp edibles
p_u6pe3ag5pj,Evo Hemp U.S. Grown 8oz Hemp Hearts,evo hemp,b_49tjqwoiux,7.0,USD,,,,0,0,0,6,6,94,859583003133,USA,0,"https://cdn.faire.com/fastly/ab15b7fd9b7aaa941b3a10c0f969351553732a71fc2d09c8ab6ee3127cfc17a2.png?format=jpg&precrop=3408,3408,x289,y296,safe",https://www.faire.com/product/p_u6pe3ag5pj,hemp edibles
p_tzgxmrj79z,Hemp-Infused Bath Bomb - Cranberry Vanilla,Hemp & Body Co,b_2h5z3h8x9c,9.48,USD,,,,0,0,0,1,1,,,CAN,0,"https://cdn.faire.com/fastly/5f983bb0fdca77b1179f59da8bc78a77de138162c2bfd9f49f87f06a4d42f76b.png?format=jpg&precrop=919,919,x93,y100,safe",https://www.faire.com/product/p_tzgxmrj79z,hemp edibles
p_tvam574fav,Manitoba Harvest Organic Hemp Oil  - 1 Each - 16.9 FZ,Everyday Supply Co,b_7xgwjjb7p6,47.18,USD,4.1,115,,0,0,0,1,1,40,HG0789974,USA,0,https://cdn.faire.com/fastly/fe3607714aebf9fd654c3df9c046892255b405685fcfecb78a04817d281bcbb9.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_tvam574fav,hemp edibles
p_tkvfy5hr9j,Manitoba Harvest - Hemp Powder Supergrn - 1 Each-7.5 OZ,Everyday Supply Co,b_7xgwjjb7p6,35.94,USD,4.1,115,,0,0,0,1,1,100,HG2834513,USA,0,https://cdn.faire.com/fastly/fae0758f240797062a01f70c240dac418f13032b99125b0c39499602c65d6d6c.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_tkvfy5hr9j,hemp edibles
p_tauqtw3gm6,"Nutiva Organic Shelled Hempseed, 8 oz, Pack of 6",Everyday Supply Co,b_7xgwjjb7p6,133.68,USD,4.1,115,,0,0,0,1,1,10,HG0571265,USA,0,https://cdn.faire.com/fastly/7dab009b5fb1c9894cac8c5a2218d558169d5e933031bcad399aac0a44805de0.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_tauqtw3gm6,hemp edibles
p_szhjde7kz4,Manitoba Harvest Hemp Hearts - Shelled - 5 lb - 1 each,Everyday Supply Co,b_7xgwjjb7p6,116.4,USD,4.1,115,,0,0,0,1,1,10,HG1260819,USA,0,https://cdn.faire.com/fastly/2717cee02279b0c9a7c936d95bc5f04ffa18548a0dc29e1f71a8dfbc576b7abf.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_szhjde7kz4,hemp edibles
p_su4xqpmuy4,"CBD Hemp Organic Body Lotion - Lightweight, Non-Greasy",Lanikai  Bath and Body,b_4ciczg6knl,25.0,USD,5.0,45,,0,0,0,,,,,USA,0,"https://cdn.faire.com/fastly/e9c381e4c347694346dc266af42ca44cb5182005d20a56c10049814fd2c4cabe.jpeg?format=jpg&precrop=1354,1354,x141,y242,safe",https://www.faire.com/product/p_su4xqpmuy4,hemp edibles
p_smwskd7dmb,"Navitas Organic Shelled Hemp Seeds, 8 oz, Case of 12",Everyday Supply Co,b_7xgwjjb7p6,291.82,USD,4.1,115,,0,0,0,1,1,10,HG1273861,USA,0,https://cdn.faire.com/fastly/72db0e1a632e9746b49be5ed2e46636f234bdf93cfcd2d706b6791d8ec89563d.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_smwskd7dmb,hemp edibles
p_skf3dyktuj,"Organic Blueberry Hemp Snacks, Gluten-Free, 8 oz, 12 Pack",Everyday Supply Co,b_7xgwjjb7p6,246.86,USD,4.1,115,,0,0,0,1,1,3,HG1274406,USA,0,https://cdn.faire.com/fastly/0c5266a1cb6a4c2779a37001ea998770a2a3f9d63c3e86b4c658a6e8cab2a431.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_skf3dyktuj,hemp edibles
p_sjps46dsxf,"Nutiva Organic Hi-Fiber Hemp Protein, 16 OZ","KeHE Distributors, LLC",b_b179ce3eot,63.81,USD,3.3,26,,0,0,0,1,1,6,692752100055,USA,0,https://cdn.faire.com/fastly/c9c50954d66c7917e25f5e6b18693941eab83a8f1777285204261dd395c5e36b.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_sjps46dsxf,hemp edibles
p_sca2cu8as8,Regenerative Organic Certified (ROC™) Hemp Hearts - 12oz.,Manitoba Harvest,b_3wehxbad0w,19.99,USD,,,,0,0,0,1,1,1,6906,USA,0,https://cdn.faire.com/fastly/3e14a5d146e5177e5e2d6bf8d194c882ebeaa36feac4508012ecfda0e9acb558.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_sca2cu8as8,hemp edibles
p_san9ckrrag,"Manitoba Harvest Organic Hemp Pro Fiber, 16 Oz","KeHE Distributors, LLC",b_b179ce3eot,46.72,USD,3.3,26,,0,0,0,1,1,64,697658202018,USA,0,https://cdn.faire.com/fastly/ec9ae89f6a8f09182246a569f6827f9f545288d8d5092b964e162016239a7987.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_san9ckrrag,hemp edibles
p_s528ev8uy7,CBD Rejuvenating Eucalyptus Mineral Salt Soak,Sweet Earth Hemp Skincare,b_4vavtamm1l,29.0,USD,,2,,0,0,0,6,6,,,USA,0,https://cdn.faire.com/fastly/6cad235bcc445c269257c7651df86febf8199bcfa355ee03dd3a2868b2ca6880.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_s528ev8uy7,hemp edibles
p_s4r9u54vs7,PREMIUM ROASTED HEMP SEEDS - 3lb,NutriVitaShop,b_qg7q3hn4z2,41.0,USD,4.0,3,,0,0,0,12,12,,,USA,0,https://cdn.faire.com/fastly/e8b90258ec3134bab5fdf0d6d2bfd848cfb7ee56304cfdb8ead3d36baa37b427.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_s4r9u54vs7,hemp edibles
p_s4bcj8uwtk,CBD Cool Soothe Topical Balm ,plant alchemy remedies,b_9cxxv7b6ep,40.0,USD,4.7,19,,0,0,0,1,3,3,CoolSoothe2oz,USA,0,"https://cdn.faire.com/fastly/e0fce825ac28697990d2468e15affc45a1a7b9f384ca25cd08120cb59672aed3.webp?format=jpg&precrop=718,718,x138,y187,safe",https://www.faire.com/product/p_s4bcj8uwtk,hemp edibles
p_ruug63cmpf,Hemp Hounds - Skin & Coat Chews - 90 Count,Hemp Hounds,b_7afd72xkcr,32.0,USD,,1,,0,0,0,12,12,1283,hemphoundsskincoat,USA,0,https://cdn.faire.com/fastly/c604c4b1099e1c2863e771f949f50b62ab2aa83fdfe5c10590b7bfd483d82eb0.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_ruug63cmpf,hemp edibles
p_rfrkkmjv7t,UNITE BAR PROTEIN MEX HOT CHOCO - Case of 12,Everyday Supply Co,b_7xgwjjb7p6,89.84,USD,4.1,115,,0,0,0,1,1,100,KHE858872007845--12-1,USA,0,"https://cdn.faire.com/fastly/8509fe128f2fe7414067acde712fe32ca39f5e18f1131ea4bc8d8ff50bf34c0c.jpeg?format=jpg&precrop=1083,1080,x579,y0,safe",https://www.faire.com/product/p_rfrkkmjv7t,hemp edibles
p_r4vxjj94rv,Organic Hemp Seeds Value Pack,Manitoba Harvest,b_3wehxbad0w,98.99,USD,,,,0,1,0,1,1,,7602,USA,0,https://cdn.faire.com/fastly/1743b716d5ff60acb2e8027d4136c2d6373e94c6bedaba0feba3424a68802d5c.png?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_r4vxjj94rv,hemp edibles
p_r3gfbuf8z9,Hempz Herbal Original Body Moisturizer 17 fl oz - Case of 1,Everyday Supply Co,b_7xgwjjb7p6,48.82,USD,4.1,115,,0,0,0,1,1,100,KHE676280011304,USA,0,https://cdn.faire.com/fastly/2fbb820476c498b6b76e2712a416b84f27c3b3254d159520f54db365e4bcd483.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_r3gfbuf8z9,hemp edibles
p_qxsw9r3r7z,Manitoba Harvest Organic Hemp Protein Vanilla - 16 Oz,Ware Spark,b_pqzpcj8hvt,40.33,USD,3.5,13,,0,0,0,1,1,24,IDXHG0729269,USA,0,https://cdn.faire.com/fastly/ad0440a3281355468a2154bfbe771d5a3d69767d0333a9fc9de32baa779f5952.jpeg?format=jpg,https://www.faire.com/product/p_qxsw9r3r7z,hemp edibles
p_qhuad5y9m4,ROSEMARY SAGE CBD CANDLE,Candlebis CBD Candles,b_nsrzxhth7t,28.0,USD,5.0,5,,0,0,0,1,1,87,40083s,USA,0,"https://cdn.faire.com/fastly/5cbfac16a1a84ae4506a6f19a92cc0814e52849d7bdd15d013cee39c7cbf6c69.jpeg?format=jpg&precrop=839,839,x97,y95,safe",https://www.faire.com/product/p_qhuad5y9m4,hemp edibles
p_qb2zd2d3vz,Hemp Well Hairball Cat Soft Chews - 60 count,Hemp Well,b_4o5ufonhri,15.99,USD,5.0,6,,0,0,0,,,,850036152187,USA,0,https://cdn.faire.com/fastly/b29cd34817b9bcda234925fc2afb15f0e8951532afaaf8b67121c9485f6bb7cf.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_qb2zd2d3vz,hemp edibles
p_ppruqsnmgh,Hempz Citrus Blossom Moisturizer 17oz,Everyday Supply Co,b_7xgwjjb7p6,53.04,USD,4.1,115,,0,0,0,1,1,10,KHE676280052116,USA,0,https://cdn.faire.com/fastly/e6579545309a2bcf3ca939411d7644c2af656c8fade9799f73d8a0462486b1bf.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_ppruqsnmgh,hemp edibles
p_ppq6cwpdyd,Nutiva Organic Hemp Protein - 16 oz,Everyday Supply Co,b_7xgwjjb7p6,51.76,USD,4.1,115,,0,0,0,1,1,25,HG0633800,USA,0,https://cdn.faire.com/fastly/77dfbac908a1970eab63c11b63c349147ff2e2576a2ae10e97132a9e00c2301d.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_ppq6cwpdyd,hemp edibles
p_ppce5qkvb9,CBD Cooling Muscle Gel,Sweet Earth Hemp Skincare,b_4vavtamm1l,18.0,USD,,2,,0,0,0,6,6,,,USA,0,"https://cdn.faire.com/fastly/6bdad33674be884a5f2d8c36ae7dd0e8b71dcfd1a0ceb125b4502e33f9c5e9a0.jpeg?format=jpg&precrop=406,406,x122,y894,safe",https://www.faire.com/product/p_ppce5qkvb9,hemp edibles
p_pngvu5guwe,CBD Beauty Book,Texas Bookman,b_cbmzpzpvvj,21.99,USD,4.9,509,,0,0,0,1,1,,2306029,USA,0,https://cdn.faire.com/fastly/8deddadf3beb8032372d5562fc00017817e724f6899ac2ab666dbc6cb898d31d.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_pngvu5guwe,hemp edibles
p_pkx5we7ner,"Weed This way!: Cannabis oil, CBD oil, Dry Herb, Hemp Oil & Wax Vaping with electronic cigarette - Paperback",Books by splitShops,b_4d6jvdz5w2,25.63,USD,4.5,55,,0,0,0,1,1,50,9781515309390,USA,1,"https://cdn.faire.com/fastly/38939e205fcd3106cafd06a534361561a1a69db020c19d549a2e05505a948188.jpeg?format=jpg&precrop=431,433,x0,y107,safe",https://www.faire.com/product/p_pkx5we7ner,hemp edibles
p_phhjftj8qg,CBD Hot Cold Muscle Gel,Sweet Earth Hemp Skincare,b_4vavtamm1l,18.0,USD,,2,,0,0,0,6,6,,,USA,0,"https://cdn.faire.com/fastly/d4a96c4dda7066a92f5c5ca14949e80a82b11e54327026dd9ece4e26d3803519.jpeg?format=jpg&precrop=389,389,x888,y926,safe",https://www.faire.com/product/p_phhjftj8qg,hemp edibles
p_ph7r8hy8zw,Hemp Yeah! Balanced Protein + Fiber 5% Off Subscription,Manitoba Harvest,b_3wehxbad0w,15.19,USD,,,,0,0,0,,,,6030,USA,0,https://cdn.faire.com/fastly/00fb431dee1b574741176c6df139a6a006b0534dbd6c37dda8d3d7c38fe7bb25.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_ph7r8hy8zw,hemp edibles
p_pcj2t2zfh9,Hemp Seed + Chia & Flax,Manitoba Harvest,b_3wehxbad0w,10.49,USD,,,,0,0,0,8,8,,7027,USA,0,"https://cdn.faire.com/fastly/70aeaad21c8828ed8262c69c06966052338615e4cba67b9985c507aae08a46d3.jpeg?format=jpg&precrop=1190,1189,x0,y0,safe",https://www.faire.com/product/p_pcj2t2zfh9,hemp edibles
p_nztw32ng74,Bob's Red Mill - Seeds Hemp Hulled - Case of 5-8 OZ,Everyday Supply Co,b_7xgwjjb7p6,95.56,USD,4.1,115,,0,0,0,1,1,40,HG2688760,USA,0,https://cdn.faire.com/fastly/4bceeba53e34d18d25206e62615387e38df1422217052e9be59d142dd09f459e.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_nztw32ng74,hemp edibles
p_nzdmp7zv8u,Brewing with Hemp by Ross Koenigs,Simon & Schuster,b_7a909d43,19.95,USD,4.8,921,,0,0,0,1,1,,9781938469770,USA,0,https://cdn.faire.com/fastly/146f49b12a99ec9dafdec8fd4c9a6f385dfc1b1420a576ee749f0d109c6bd113.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_nzdmp7zv8u,hemp edibles
p_ngn76vdq8n,Hempz Fresh Citrus Triple Moisture Body Wash - 1 Case,Everyday Supply Co,b_7xgwjjb7p6,41.0,USD,4.1,115,,0,0,0,1,1,25,KHE676280053526,USA,0,https://cdn.faire.com/fastly/5f9c24f7f47f8a64fd75edbf325015d372727cc0892447de52dc132920396f06.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_ngn76vdq8n,hemp edibles
